"year","ME_K_net_cc","NRC_K_net_cc","RC_K_net_cc","IP_K_net_cc","NR_K_net_cc","TOTAL_PRODUCTIVE_K_net_cc","TOTAL_WITH_RC_K_net_cc","TOTAL_ALL_K_net_cc","ME_K_gross_cc","NRC_K_gross_cc","RC_K_gross_cc","IP_K_gross_cc","NR_K_gross_cc","TOTAL_PRODUCTIVE_K_gross_cc","TOTAL_WITH_RC_K_gross_cc","TOTAL_ALL_K_gross_cc","ME_IG_cc","NRC_IG_cc","RC_IG_cc","IP_IG_cc","NR_IG_cc","TOTAL_PRODUCTIVE_IG_cc","TOTAL_WITH_RC_IG_cc","TOTAL_ALL_IG_cc","ME_D_cc","NRC_D_cc","RC_D_cc","IP_D_cc","NR_D_cc","TOTAL_PRODUCTIVE_D_cc","TOTAL_WITH_RC_D_cc","TOTAL_ALL_D_cc","ME_Ret_cc","NRC_Ret_cc","RC_Ret_cc","IP_Ret_cc","NR_Ret_cc","TOTAL_PRODUCTIVE_Ret_cc","TOTAL_WITH_RC_Ret_cc","TOTAL_ALL_Ret_cc","ME_K_net_real","NRC_K_net_real","RC_K_net_real","IP_K_net_real","NR_K_net_real","TOTAL_PRODUCTIVE_K_net_real","TOTAL_WITH_RC_K_net_real","TOTAL_ALL_K_net_real","ME_K_gross_real","NRC_K_gross_real","RC_K_gross_real","IP_K_gross_real","NR_K_gross_real","TOTAL_PRODUCTIVE_K_gross_real","TOTAL_WITH_RC_K_gross_real","TOTAL_ALL_K_gross_real","ME_IG_real","NRC_IG_real","RC_IG_real","IP_IG_real","NR_IG_real","TOTAL_PRODUCTIVE_IG_real","TOTAL_WITH_RC_IG_real","TOTAL_ALL_IG_real","ME_D_real","NRC_D_real","RC_D_real","IP_D_real","NR_D_real","TOTAL_PRODUCTIVE_D_real","TOTAL_WITH_RC_D_real","TOTAL_ALL_D_real","ME_Ret_real","NRC_Ret_real","RC_Ret_real","IP_Ret_real","NR_Ret_real","TOTAL_PRODUCTIVE_Ret_real","TOTAL_WITH_RC_Ret_real","TOTAL_ALL_Ret_real","adj_depression","adj_wwii","adj_gpim","adj_quality"
1998,125845,5759325,7858138,2071540,5885170,5885170,13743308,15814848,268793.482565774,5862188.5795998,14870661.1735722,1287503.68835363,6130982.06216558,6130982.06216558,21001643.2357377,22289146.9240914,22012,273150,915682,304720,295162,295162,1210844,1515564,17772,157677,598519,235137,175449,175449,773968,1009105,17627.2487546981,151055.096745941,284795.493338208,245695.922088407,168682.345500639,168682.345500639,453477.838838846,699173.760927254,173492.57016,11487406.35328,12289835.63003,2970840.08198,11660898.92344,11660898.92344,23950734.55347,26921574.63545,370564.361973803,11692575.489909,23257161.115403,1846436.73936204,12063139.8518828,12063139.8518828,35320300.9672859,37166737.7066479,30346.207273725,544818.194041564,1432092.59870177,437005.507873826,575164.401315289,575164.401315289,2007257.00001706,2444262.50789089,24500.8538828203,314498.62120407,936061.46029122,337215.030535993,338999.47508689,338999.47508689,1275060.93537811,1612275.9659141,24301.2967642913,301290.737726147,445409.561565332,352357.807872054,325592.034490438,325592.034490438,771001.596055771,1123359.40392782,FALSE,FALSE,TRUE,FALSE
1999,126080,6063720,8377538,2168845,6189800,6189800,14567338,16736183,270706.847941461,6174316.25559861,15858403.7440051,1356247.93914718,6445023.10354007,6445023.10354007,22303426.8475452,23659674.7866924,17267,281523,1024696,306845,298790,298790,1323486,1630331,18240,164294,648786,249356,182534,182534,831320,1080676,18102.846281533,159264.682583746,302728.729469492,262350.734786795,177367.528865279,177367.528865279,480096.258334771,742446.993121567,172056.7548,11715106.59248,12872101.78947,3052886.50572,11887163.34728,11887163.34728,24759265.13675,27812151.64247,369423.713189601,11928778.5501342,24366465.0893074,1909067.2832005,12298202.2633238,12298202.2633238,36664667.3526312,38573734.6358317,23563.6420140514,543902.415222792,1574447.19621239,431917.891710866,567466.057236843,567466.057236843,2141913.25344923,2573831.1451601,24891.4594507614,317415.99587463,996860.823738798,350995.837655672,342307.455325391,342307.455325391,1339168.27906419,1690164.11671986,24704.2907982536,307699.354997606,465143.222308061,369287.347872409,332403.645795859,332403.645795859,797546.86810392,1166834.21597633,FALSE,FALSE,TRUE,FALSE
2000,126791,6467525,9024567,2272252,6594316,6594316,15618883,17891135,272392.454787073,6584459.7538352,17094169.4018326,1432848.16961756,6856852.20862227,6856852.20862227,23951021.6104549,25383869.7800724,18300,314651,1128555,327849,332951,332951,1461506,1789355,18304,173794,714631,264881,192098,192098,906729,1171610,18149.4610562195,169454.290644195,325828.865343522,276249.792404391,187603.751700414,187603.751700414,513432.617043936,789682.409448327,172051.39728,11981134.0148,13497686.67793,3140550.37988,12153185.41208,12153185.41208,25650872.09001,28791422.46989,369627.989799317,12197756.4409502,25567070.7088101,1980384.15783232,12567384.4307495,12567384.4307495,38134455.1395596,40114839.297392,24832.5241556893,582893.11581955,1687934.92128889,453130.331271918,607725.639975239,607725.639975239,2295660.56126413,2748790.89253604,24837.9520298217,321954.566077155,1068845.22308226,366100.293969592,346792.518106977,346792.518106977,1415637.74118924,1781738.03515883,24628.2475459734,313915.225003532,487329.301786147,381813.4566401,338543.472549505,338543.472549505,825872.774335652,1207686.23097575,FALSE,FALSE,TRUE,FALSE
2001,128977,6880747,9530423,2339038,7009724,7009724,16540147,18879185,276345.036139691,7015672.61991049,18201927.7864673,1479856.53363539,7292017.65605018,7292017.65605018,25493945.4425175,26973801.9761529,19238,326184,1087830,325820,345422,345422,1433252,1759072,18486,188410,765356,274663,206896,206896,972252,1246915,18364.7882956922,180796.98972731,349267.301764639,288509.133408848,199161.778023003,199161.778023003,548429.079787641,836938.213196489,173061.2898,12216329.97616,13952923.59146,3211124.54572,12389391.26596,12389391.26596,26342314.85742,29553439.40314,370799.664933767,12455881.8583996,26648356.2819668,2031606.0018267,12826681.5233334,12826681.5233334,39475037.8053001,41506643.8071268,25813.5411210712,579119.008000697,1592626.98733287,447298.675560846,604932.549121768,604932.549121768,2197559.53645464,2644858.21201549,24804.5078055995,334510.007533819,1120512.04739448,377068.308039926,359314.515339419,359314.515339419,1479826.5627339,1856894.87077383,24641.8659866211,320993.590551321,511341.414176202,396076.831566464,345635.456537943,345635.456537943,856976.870714145,1253053.70228061,FALSE,FALSE,TRUE,FALSE
2002,133036,7212921,9918629,2369432,7345957,7345957,17264586,19634018,282130.558698603,7360483.36302883,19170792.5095647,1483651.29692404,7642613.92172743,7642613.92172743,26813406.4312922,28297057.7282162,21533,278288,1010622,290965,299821,299821,1310443,1601408,18828,200930,796697,277956,219758,219758,1016455,1294411,18614.1113356145,191410.685487266,370615.724684995,298171.574231009,210024.79682288,210024.79682288,580640.521507875,878812.095738883,176674.93704,12351960.11864,14263569.61218,3228847.2062,12528635.05568,12528635.05568,26792204.66786,30021051.87406,374676.017733063,12604657.2469108,27568722.8023989,2021785.53554108,12979333.2646439,12979333.2646439,40548056.0670428,42569841.6025839,28596.3304615467,476561.75320596,1453333.64607151,396500.734079722,505158.083667507,505158.083667507,1958491.72973901,2354992.46381873,25004.02683927,344087.970274225,1145696.96268657,378773.247785346,369091.997113495,369091.997113495,1514788.95980007,1893562.20758542,24719.9776622511,327786.364694726,532967.125639336,406321.20036534,352506.342356977,352506.342356977,885473.467996313,1291794.66836165,FALSE,FALSE,TRUE,FALSE
2003,138879,7516088,10291005,2406975,7654967,7654967,17945972,20352947,290888.70551894,7677720.09355523,20113507.2124883,1485380.14271954,7968608.79907417,7968608.79907417,28082116.0115624,29567496.154282,22905,277995,1041384,280199,300900,300900,1342284,1622483,19447,210658,821680,279109,230105,230105,1051785,1330894,19141.6932513528,199992.570096087,389227.004336495,301295.285679885,219134.26334744,219134.26334744,608361.267683936,909656.553363821,181226.15028,12465951.66696,14578118.2211,3230310.90807,12647177.81724,12647177.81724,27225296.03834,30455606.94641,379586.836462893,12734029.6705822,28492560.8319694,1993473.00144684,13113616.5070451,13113616.5070451,41606177.3390146,43599650.3404614,29889.2199120342,461073.930169065,1475212.48561846,376044.573013972,490963.150081099,490963.150081099,1966175.63569956,2342220.20871353,25376.8024286981,349390.859481483,1163982.34962605,374581.72487895,374767.661910181,374767.661910181,1538750.01153623,1913331.73641518,24978.4011822042,331701.506497653,551374.456047979,404357.107108217,356679.907679858,356679.907679858,908054.363727837,1312411.47083605,FALSE,FALSE,TRUE,FALSE
2004,149409,8335744,11270580,2515035,8485153,8485153,19755733,22270768,307517.371067903,8523982.71360073,22227299.4399026,1529873.88381786,8831500.08466863,8831500.08466863,31058799.5245713,32588673.4083891,25672,298569,1122296,291240,324241,324241,1446537,1737777,20544,229087,867829,284333,249631,249631,1117460,1401793,20131.8122191359,222308.478745966,430714.35591638,309658.470954465,242440.290965102,242440.290965102,673154.646881482,982813.117835947,187807.8636,12565234.6284,14911399.25338,3238183.25056,12753042.492,12753042.492,27664441.74538,30902624.99594,386550.8803362,12848984.1776354,29407549.2364029,1969758.66580313,13235535.0579716,13235535.0579716,42643084.2943745,44612842.9601776,32269.8329708331,450060.551015813,1484839.62107286,374980.264645659,482330.383986646,482330.383986646,1967170.00505951,2342150.26970517,25823.9112088188,345323.933330519,1148170.25411838,366087.294284762,371147.844539337,371147.844539337,1519318.09865772,1885405.39294248,25305.7890975262,335106.043962691,569851.216639389,398694.600289368,360411.833060217,360411.833060217,930263.049699605,1328957.64998897,FALSE,FALSE,TRUE,FALSE
2005,157361,9310841,12386099,2648944,9468202,9468202,21854301,24503245,320214.745318957,9546534.64517336,24624440.6009013,1600401.77238135,9866749.39049232,9866749.39049232,34491189.9913936,36091591.763775,26209,343425,1243481,323181,369634,369634,1613115,1936296,21942,262711,941350,295490,284653,284653,1226003,1521493,21000.4103799255,248732.693112794,477162.440834721,319305.193095337,269733.103492719,269733.103492719,746895.54432744,1066200.73742278,193101.09336,12657304.72512,15267120.16781,3268208.91865,12850405.81848,12850405.81848,28117525.98629,31385734.90494,392942.45353731,12977710.3994016,30352114.3920342,1974540.55122343,13370652.8529389,13370652.8529389,43722767.2449731,45697307.7961965,32161.6318901903,466857.384335565,1532716.14035933,398733.618580923,499019.016225755,499019.016225755,2031735.15658508,2430468.77516601,26925.5037175991,357133.494347181,1160309.11507876,364569.071060728,384058.99806478,384058.99806478,1544368.11314354,1908937.18420427,25770.05868908,338131.162569352,588150.984728058,393951.733160626,363901.221258432,363901.221258432,952052.20598649,1346003.93914712,FALSE,FALSE,TRUE,FALSE
2006,163865,10179066,13512638,2777020,10342931,10342931,23855569,26632589,332199.931379747,10457470.9040641,26974241.8546864,1669958.07872428,10789670.8354438,10789670.8354438,37763912.6901302,39433870.7688545,24982,413005,1394491,346287,437987,437987,1832478,2178765,22905,299435,1022236,308686,322340,322340,1344576,1653262,21944.1379556962,271472.051461191,522035.731728294,330917.76968107,293416.189416887,293416.189416887,815451.921145181,1146369.69082625,195616.449,12805522.02368,15712990.86966,3314018.83123,13001138.47268,13001138.47268,28714129.34234,32028148.17357,396568.949650931,13155762.4220125,31366637.3641245,1992881.76543811,13552331.3716634,13552331.3716634,44918968.7357879,46911850.501226,29822.6596827755,519570.717332018,1621565.25993097,413249.324459364,549393.377014794,549393.377014794,2170958.63694576,2584207.96140512,27343.2079110548,376696.789976666,1188693.49823756,368377.331433358,404039.997887721,404039.997887721,1592733.49612528,1961110.82755864,26196.163569154,341518.694721094,607042.287840684,394908.110244685,367714.858290248,367714.858290248,974757.146130932,1369665.25637562,FALSE,FALSE,TRUE,FALSE
2007,171210,10770495,14271529,2945690,10941705,10941705,25213234,28158924,345460.521334542,11092095.583268,28614738.0158988,1779721.7112912,11437556.1046025,11437556.1046025,40052294.1205013,41832015.8317925,26360,493668,1494561,397492,520028,520028,2014589,2412081,23834,321895,1090935,326174,345729,345729,1436664,1762838,22792.8943810387,286443.988736972,553473.000324465,345557.4278228,309236.883118011,309236.883118011,862709.883442476,1208267.31126528,198589.8726,13017523.67496,16176032.95959,3397647.63537,13216113.54756,13216113.54756,29392146.50715,32789794.14252,400706.506162936,13406219.1997777,32433311.4745597,2052784.6664059,13806925.7059407,13806925.7059407,46240237.1805004,48293021.8469063,30575.4864887331,596661.052028728,1694006.85771775,458479.254055414,627236.538517461,627236.538517461,2321243.39623521,2779722.65029063,27645.5290201998,389051.36517414,1236517.86131467,376218.923179009,416696.89419434,416696.89419434,1653214.75550901,2029433.67868802,26437.9299767288,346204.274263487,627332.747282489,398576.353087621,372642.204240216,372642.204240216,999974.951522705,1398551.30461033,FALSE,FALSE,TRUE,FALSE
2008,184471,11558829,15208316,3133177,11743300,11743300,26951616,30084793,368350.162356059,11937218.7556052,30686500.9576048,1898422.52858998,12305568.9179613,12305568.9179613,42992069.8755661,44890492.4041561,30006,551362,1516934,418066,581368,581368,2098302,2516368,25308,346397,1153480,347546,371705,371705,1525185,1872731,24167.4401682899,307725.858259601,595297.284849078,370089.132147494,331893.298427891,331893.298427891,927190.583276969,1297279.71542446,203907.2112,13251729.63528,16571755.40307,3475777.66762,13455636.84648,13455636.84648,30027392.24955,33503169.91717,407160.22762977,13685538.1757507,33437573.76198,2106007.61737359,14092698.4033805,14092698.4033805,47530272.1653604,49636279.782734,33167.4885443631,632114.218072371,1652928.51691144,463779.88424887,665281.706616735,665281.706616735,2318210.22352818,2781990.10777705,27974.4984363374,397130.140991971,1256890.53425331,385548.797680648,425104.639428309,425104.639428309,1681995.17368162,2067543.97136227,26713.7670775291,352795.242099414,648666.229491194,410556.93328118,379509.009176943,379509.009176943,1028175.23866814,1438732.17194932,FALSE,FALSE,TRUE,FALSE
2009,189644,11028619,14711482,3088644,11218263,11218263,25929745,29018389,377148.560598563,11433872.9137791,30147656.982817,1852749.70720586,11811021.4743776,11811021.4743776,41958678.4571946,43811428.1644005,29649,436669,1269840,357759,466318,466318,1736158,2093917,26477,342522,1161056,353497,368999,368999,1530055,1883552,24821.3971856116,297221.727399434,589343.203730959,373747.676801466,322043.124585046,322043.124585046,911386.328316005,1285134.00511747,207389.5992,13363458.32408,16693711.28432,3480801.72539,13570847.92328,13570847.92328,30264559.2076,33745360.93299,412439.564770796,13854507.4561116,34209760.8908376,2087988.89660252,14266947.0208824,14266947.0208824,48476707.9117199,50564696.8083224,32423.3523163443,529115.021828,1440938.60409719,403182.802703646,561538.374144344,561538.374144344,2002476.97824153,2405659.78094518,28954.5380714307,415036.41317925,1317497.01688297,398379.666779399,443990.951250681,443990.951250681,1761487.96813365,2159867.63491304,27144.015175318,360145.741467124,668751.475239599,421201.523474718,387289.756642442,387289.756642442,1056041.23188204,1477242.75535676,FALSE,FALSE,TRUE,FALSE
2010,196077,11283534,15106206,3137263,11479611,11479611,26585817,29723080,387887.156235006,11730382.1156079,31343686.5100492,1866557.180876,12118269.2718429,12118269.2718429,43461955.7818921,45328512.9627681,30827,365812,1325218,365002,396639,396639,1721857,2086859,27156,340419,1168210,356755,367575,367575,1535785,1892540,25504.296873929,307150.543665079,612621.806327535,375388.795218999,332654.840539008,332654.840539008,945276.646866543,1320665.44208554,211388.98788,13393724.07016,16871083.91801,3490019.09122,13605113.05804,13605113.05804,30476196.97605,33966216.06727,418177.92687653,13924139.4844906,35005610.6351812,2076434.2027146,14342317.4113671,14342317.4113671,49347928.0465483,51424362.2492629,33234.333090453,434224.329855644,1480044.96216041,406043.085432583,467458.662946097,467458.662946097,1947503.62510651,2353546.71053909,29276.6584294399,404082.458052574,1304693.51098869,396868.786865555,433359.116482014,433359.116482014,1738052.62747071,2134921.41433626,27495.9709847197,364592.30147662,684195.217816751,417597.779320504,392088.27246134,392088.27246134,1076283.49027809,1493881.26959859,FALSE,FALSE,TRUE,FALSE
2011,208802,11799149,15830005,3263592,12007951,12007951,27837956,31101548,407960.734342763,12296403.9828851,33162005.6798211,1941471.23143745,12704364.7172278,12704364.7172278,45866370.3970489,47807841.6284864,35926,391506,1452403,405524,427432,427432,1879835,2285359,28704,354119,1220240,369312,382823,382823,1603063,1972375,26573.9095959117,321753.999537434,647134.748567778,383986.807859363,348327.909133346,348327.909133346,995462.657701124,1379449.46556049,219052.92024,13437284.11592,17125922.92747,3529618.16073,13656337.03616,13656337.03616,30782259.96363,34311878.12436,427989.148576341,14003575.505501,35876801.8956999,2099726.96250526,14431564.6540774,14431564.6540774,50308366.5497773,52408093.5122825,37689.7501582468,445860.744286505,1571303.47322229,438579.600333581,483550.494444752,483550.494444752,2054853.96766704,2493433.56800062,30113.1934683047,403283.11930339,1320134.52889093,399415.840636795,433396.312771695,433396.312771695,1753530.84166262,2152946.68229941,27878.5284584353,366424.723276068,700112.212703624,415286.84054292,394303.251734504,394303.251734504,1094415.46443813,1509702.30498105,FALSE,FALSE,TRUE,FALSE
2012,226601,12111943,16364724,3354679,12338544,12338544,28703268,32057947,431090.259825087,12673640.8088212,34567182.3237205,2007536.20423452,13104731.0686462,13104731.0686462,47671913.3923667,49679449.5966013,46646,461449,1606818,435223,508095,508095,2114913,2550136,30928,374109,1285810,383384,405037,405037,1690847,2074231,27460.3042732205,330059.238076248,672660.496402459,393078.301058631,357519.542349468,357519.542349468,1030180.03875193,1423258.33981056,235449.6102,13523131.34896,17456472.14801,3583972.92747,13758580.95916,13758580.95916,31215053.10717,34799026.03464,447924.03227185,14150273.7692233,36873280.3235307,2144752.27194388,14598197.8014952,14598197.8014952,51471478.1250259,53616230.3969698,48467.4936005984,515213.408603908,1714014.4657448,464970.701939672,563680.902204506,563680.902204506,2277695.36794931,2742666.06988898,32135.7167191036,417697.238653458,1371590.89591934,409588.481289911,449832.955372561,449832.955372561,1821423.8512919,2231012.33258181,28532.6099050894,368515.144881606,717536.037913998,419945.392501052,397047.754786696,397047.754786696,1114583.79270069,1534529.18520175,FALSE,FALSE,TRUE,FALSE
2013,249859,12599743,17017403,3499153,12849602,12849602,29867005,33366158,461274.297634322,13216886.4668197,36208779.8798203,2107683.18947709,13678160.7644541,13678160.7644541,49886940.6442744,51994623.8337515,54328,474126,1672502,467289,528454,528454,2200956,2668245,33834,383760,1342858,395562,417594,417594,1760452,2156014,29067.5926881659,344398.931535669,704821.997547354,410098.547369273,373466.524223834,373466.524223834,1078288.52177119,1488387.06914046,256684.14072,13623262.88272,17805558.6625,3660006.30569,13879947.02344,13879947.02344,31685505.68594,35345511.99163,473874.452088928,14290539.0077043,37885778.1206504,2204571.72460963,14764413.4597933,14764413.4597933,52650191.5804437,54854763.3050533,55812.0219685349,512640.863986869,1749963.40359035,488769.907054529,568452.885955404,568452.885955404,2318416.28954575,2807186.19660028,34758.2084980748,414934.127138357,1405052.04550938,413745.673393346,449692.335636432,449692.335636432,1854744.38114581,2268490.05453916,29861.6021514567,372375.625505877,737465.606470614,428950.454388776,402237.227657334,402237.227657334,1139702.83412795,1568653.28851672,FALSE,FALSE,TRUE,FALSE
2014,272803,13199137,17845504,3613327,13471940,13471940,31317444,34930771,492374.622073492,13886789.1619648,38158961.6646202,2190230.13986749,14379163.7840383,14379163.7840383,52538125.4486585,54728355.588526,57856,555121,1847726,484429,612977,612977,2460703,2945132,37312,410709,1420410,411633,448021,448021,1868431,2280064,31037.0444338209,360315.355728777,741045.625808576,426450.284966871,391352.400162598,391352.400162598,1132398.02597117,1558848.31093805,277677.58284,13776147.32904,18246941.38792,3735881.44587,14053824.91188,14053824.91188,32300766.2998,36036647.74567,501172.622401975,14493860.7291175,39017353.4419769,2264516.92352123,14995033.3515195,14995033.3515195,54012386.7934964,56276903.7170176,58889.8004523082,579388.537405439,1889290.88373945,500859.543833525,638278.337857747,638278.337857747,2527569.2215972,3028428.76543072,37978.7098049731,428663.45681257,1452362.3438607,425594.497040485,466642.166617543,466642.166617543,1919004.51047824,2344599.00751873,31591.6301392619,376066.815992219,757715.562413008,440914.344921926,407658.446131481,407658.446131481,1165374.00854449,1606288.35346642,FALSE,FALSE,TRUE,FALSE
2015,275636,13386252,18232317,3686136,13661888,13661888,31894205,35580341,502156.688952719,14132762.5526938,39222461.1174693,2252176.45364999,14634919.2416465,14634919.2416465,53857380.3591159,56109556.8127658,41148,558117,1915346,501375,599265,599265,2514611,3015986,39185,423235,1485067,425340,462420,462420,1947487,2372827,32929.1920680514,366882.312234968,761369.696274884,437700.363412496,399811.504303019,399811.504303019,1161181.2005779,1598881.5639904,279673.25904,13916586.048,18686763.07806,3814169.71616,14196259.30704,14196259.30704,32883022.3851,36697192.10126,509511.81176676,14692671.71726,40200092.9580464,2330403.22575195,15202183.5290268,15202183.5290268,55402276.4870732,57732679.7128252,41750.6975249166,580228.375750854,1963086.58490909,518789.686934969,621979.07327577,621979.07327577,2585065.65818486,3103855.34511983,39758.9453318231,440002.645701372,1522082.74922191,440113.698211757,479761.591033195,479761.591033195,2001844.3402551,2441958.03846686,33411.5081601316,381417.387608357,780347.068839537,452903.384704246,414828.895768488,414828.895768488,1195175.96460803,1648079.34931227,FALSE,FALSE,TRUE,FALSE
2016,270425,13703387,18784833,3789196,13973812,13973812,32758645,36547841,503859.234103058,14504677.2232951,40689195.5403325,2322351.62699217,15008536.4573982,15008536.4573982,55697731.9977307,58020083.6247229,31912,534381,1931392,506269,566293,566293,2497685,3003954,39013,421487,1532648,433377,460500,460500,1993148,2426525,33710.516721647,377575.573602571,790975.582455766,454020.656748043,411286.090324218,411286.090324218,1202261.67277998,1656282.32952803,272486.14596,14032699.02712,19094193.28614,3889847.05879,14305185.17308,14305185.17308,33399378.45922,37289225.51801,507699.586972727,14853245.4027623,41359290.4608018,2384039.42306803,15360944.9897351,15360944.9897351,56720235.4505369,59104274.8736049,32155.2293237516,547222.941219672,1963199.36191631,519716.842466464,579378.170543423,579378.170543423,2542577.53245974,3062294.3749262,39310.3522689747,431615.936617986,1557888.59829714,444888.638327823,470926.28888696,470926.28888696,2028814.8871841,2473703.52551193,33967.454117784,386649.25571737,804001.859160928,466080.645150391,420616.709835154,420616.709835154,1224618.56899608,1690699.21414647,FALSE,FALSE,TRUE,FALSE
2017,267876,14142872,19512941,3955951,14410748,14410748,33923689,37879640,507783.947841212,15023059.5237423,42578086.6515857,2428391.53845442,15530843.4715835,15530843.4715835,58108930.1231692,60537321.6616237,33931,560689,2045982,521160,594620,594620,2640602,3161762,38525,432796,1608153,453126,471321,471321,2079474,2532600,33846.6391315151,390874.879020062,827185.809216036,476807.884613605,424721.518151577,424721.518151577,1251907.32736761,1728715.21198122,267876,14142872,19512941,3955951,14410748,14410748,33923689,37879640,507783.947841212,15023059.5237423,42578086.6515858,2428391.53845442,15530843.4715835,15530843.4715835,58108930.1231693,60537321.6616237,33931,560689,2045982,521160,594620,594620,2640602,3161762,38525,432796,1608153,453126,471321,471321,2079474,2532600,33846.6391315151,390874.879020062,827185.809216036,476807.884613605,424721.518151577,424721.518151577,1251907.32736761,1728715.21198122,FALSE,FALSE,TRUE,FALSE
2018,269576,14773946,20453623,4158206,15043522,15043522,35497145,39655351,518540.902500108,15710666.6412709,44834472.6703093,2558519.84111237,16229207.543771,16229207.543771,61063680.2140804,63622200.0551927,34368,603372,2208087,555874,637740,637740,2845827,3401701,38433,433644,1686865,475898,472077,472077,2158942,2634840,34583.7787500077,408305.26057489,869926.238169579,500661.460278092,442889.039324898,442889.039324898,1312815.27749448,1813476.73777257,263873.93256,14304949.31312,20021838.50128,4033764.55617,14568823.24568,14568823.24568,34590661.74696,38624426.30313,507572.733240033,15211933.8989533,43887998.2825041,2481951.74826278,15719506.6321934,15719506.6321934,59607504.9146975,62089456.6629602,33641.0485882352,584218.046888478,2161473.36395004,539238.517499239,617859.095476713,617859.095476713,2779332.45942675,3318570.97692599,37620.065770241,419878.036642249,1651254.57741456,461655.93641878,457498.10241249,457498.10241249,2108752.67982705,2570408.61624583,33852.2631894141,395343.671677429,851561.733031715,485678.307690884,429195.934866843,429195.934866843,1280757.66789856,1766435.97558944,FALSE,FALSE,TRUE,FALSE
2019,270424,15513594,21466310,4327353,15784018,15784018,37250328,41577681,524522.180202843,16508717.8088489,47284080.8998395,2665698.36339596,17033239.9890517,17033239.9890517,64317320.8888912,66983019.2522872,38184,642044,2313463,576116,680228,680228,2993691,3569807,38666,455949,1788402,494755,494615,494615,2283017,2777772,34738.4414430602,428829.021860781,917767.712241623,522395.590848991,463567.463303841,463567.463303841,1381335.17554546,1903730.76639445,263415.8646,14482018.07056,20530540.87315,4111934.14793,14745433.93516,14745433.93516,35275974.80831,39387908.95624,510928.998905456,15410971.1540424,45222851.7879173,2532997.91547604,15921900.1529479,15921900.1529479,61144751.9408651,63677749.8563412,37194.4478814247,599351.305061524,2212613.47106327,547436.516865816,636545.752942948,636545.752942948,2849159.22400622,3396595.74087204,37663.956677749,425630.686045655,1710441.16844596,470125.727981773,463294.642723404,463294.642723404,2173735.81116936,2643861.53915114,33838.1822160022,400314.049972456,877759.965650082,496390.349652555,434152.232188458,434152.232188458,1311912.19783854,1808302.5474911,FALSE,FALSE,TRUE,FALSE
2020,273209,15623610,21833427,4532196,15896819,15896819,37730246,42262442,533816.259727339,16645978.0624768,48611097.7450894,2778556.82044712,17179794.3222042,17179794.3222042,65790892.0672936,68569448.8877407,38369,582267,2189677,573414,620636,620636,2810313,3383727,38844,461625,1862642,516953,500469,500469,2363111,2880064,35389.0899805243,434154.353039914,947375.933573254,551285.70511178,469543.443020438,469543.443020438,1416919.37659369,1968205.08170547,262963.15416,14594312.47424,20844308.96443,4164825.2128,14857275.6284,14857275.6284,35701584.59283,39866409.80563,513797.156754701,15549326.0061619,46408872.9863045,2553332.5348232,16063123.1629166,16063123.1629166,62471996.1492211,65025328.6840443,36930.0911096085,543906.724594271,2090478.23414557,526934.20244237,580836.81570388,580836.81570388,2671315.04984945,3198249.25229182,37387.2777258108,431212.728423267,1778258.87516989,475049.818726418,468600.006149078,468600.006149078,2246858.88131896,2721908.70004538,34061.9332603637,405551.8724748,904457.035758345,506599.583095207,439613.805735164,439613.805735164,1344070.84149351,1850670.42458872,FALSE,FALSE,TRUE,FALSE
2021,303372,17788942,24396509,4936871,18092314,18092314,42488823,47425694,589259.082245019,18938248.4427705,54722140.0310037,3000712.71747547,19527507.5250155,19527507.5250155,74249647.5560192,77250360.2734947,45720,584499,2369541,611190,630219,630219,2999760,3610950,40679,469387,1960713,543158,510066,510066,2470779,3013937,38824.2201603585,496047.282237041,1068420.38838783,597380.679368867,534871.5023974,534871.5023974,1603291.89078523,2200672.5701541,267653.66292,14674219.70104,21194175.99656,4220248.08631,14941873.36396,14941873.36396,36136049.36052,40356297.44683,519881.042982731,15622290.4320051,47539205.9874425,2565137.33161995,16142171.4749878,16142171.4749878,63681377.4624303,66246514.7940503,40337.0300116768,482157.215479042,2058510.46086408,522471.303761392,522494.245490719,522494.245490719,2581004.7063548,3103476.0101162,35889.5460158574,387200.540808558,1703346.01564278,464314.645868601,423090.086824415,423090.086824415,2126436.10246719,2590750.74833579,34253.1437836467,409192.789635839,928177.45972609,510666.50696464,443445.933419486,443445.933419486,1371623.39314558,1882289.90011022,FALSE,FALSE,TRUE,FALSE
